player_id,player_name,age,country,device_type,tier,kd_ratio,total_matches,total_wins,avg_damage
P02304,Player_CTKKM,27,India,Mobile,Diamond,3.89,1652,449,233
P02305,Player_YUURT,22,India,Mobile,Silver,1.89,1506,384,743
P02306,Player_TYLFT,17,India,Mobile,Diamond,2.24,1930,238,940
P02307,Player_PRETB,24,India,Tablet,Conqueror,2.99,784,123,713
P02308,Player_KAEWQ,25,India,Mobile,Crown,5.74,444,287,222
P02309,Player_FOEQP,27,India,Tablet,Conqueror,4.83,294,317,308
P02310,Player_KJYKI,27,India,Mobile,Conqueror,2.74,1029,57,206
P02311,Player_EUVDN,29,India,Mobile,Conqueror,2.36,502,323,412
P02312,Player_NMZHY,29,India,Tablet,Bronze,3.32,1920,182,862
P02313,Player_INBKA,23,India,Mobile,Silver,4.37,1951,260,289
P02314,Player_KTKGV,20,India,Tablet,Conqueror,2.02,999,382,582
P02315,Player_MEJAU,19,India,Mobile,Crown,1.37,107,346,870
P02316,Player_JHJDW,19,India,Mobile,Gold,5.54,424,378,929
P02317,Player_DVMSZ,20,India,Mobile,Bronze,1.74,786,126,531
P02318,Player_VSHNH,24,India,Mobile,Crown,3.4,1162,113,360
P02319,Player_ANTTX,23,India,Mobile,Ace,1.17,1984,465,993
P02320,Player_FYKJQ,23,India,Mobile,Conqueror,2.21,1657,384,541
P02321,Player_ILDBF,22,India,Tablet,Bronze,5.53,138,267,942
P02322,Player_PSZEV,30,India,Mobile,Gold,2.18,960,488,434
P02323,Player_INOCF,19,India,Mobile,Diamond,2.88,1066,86,987
P02324,Player_HIIYI,19,India,Mobile,Silver,5.6,224,92,263
P02325,Player_XIIME,26,India,Mobile,Diamond,5.37,1508,440,973
P02326,Player_BFRZW,23,India,Tablet,Bronze,4.42,1195,58,968
P02327,Player_YBMSV,24,India,Tablet,Conqueror,2.35,608,269,273
P02328,Player_ABMXV,28,India,Tablet,Conqueror,5.58,1319,134,363
P02329,Player_XFDZT,23,India,Tablet,Bronze,1.1,928,341,743
P02330,Player_DGIAO,25,India,Tablet,Conqueror,5.11,1305,258,293
P02331,Player_MLRGV,22,India,Tablet,Bronze,3.39,329,30,415
P02332,Player_SPLHO,22,India,Mobile,Ace,5.47,1586,452,1000
P02333,Player_SQLIC,17,India,Mobile,Conqueror,5.49,115,360,364
P02334,Player_ERDVT,30,India,Mobile,Crown,3.41,159,22,988
P02335,Player_MVKNU,19,India,Mobile,Conqueror,5.75,652,339,251
P02336,Player_ALCMG,30,India,Mobile,Ace,5.0,1321,497,693
P02337,Player_EPBBX,24,India,Tablet,Conqueror,2.81,954,68,697
P02338,Player_EAVJW,26,India,Mobile,Ace,4.56,1242,179,904
P02339,Player_OFWQH,20,India,Tablet,Crown,3.75,544,225,795
P02340,Player_UKFLJ,20,India,Mobile,Silver,1.27,1470,312,221
P02341,Player_EOZKT,29,India,Mobile,Conqueror,5.28,495,36,249
P02342,Player_DQVZU,30,India,Mobile,Silver,4.23,1924,416,445
P02343,Player_NMJVV,28,India,Mobile,Diamond,2.36,1642,28,902
P02344,Player_LSHUL,17,India,Tablet,Platinum,4.54,1497,256,731
P02345,Player_FQUPI,26,India,Mobile,Conqueror,4.42,238,317,861
P02346,Player_XZWSR,27,India,Tablet,Bronze,1.48,554,83,774
P02347,Player_EPVED,27,India,Tablet,Silver,4.88,1788,126,485
P02348,Player_BPNNP,20,India,Tablet,Platinum,5.84,1983,252,850
P02349,Player_TBZTM,24,India,Tablet,Crown,2.52,980,109,698
P02350,Player_EKHLA,16,India,Tablet,Diamond,4.43,1292,203,560
P02351,Player_KYQMH,20,India,Mobile,Silver,1.49,1790,331,987
P02352,Player_NMQAW,21,India,Mobile,Conqueror,2.01,1823,26,616
P02353,Player_ADNGE,26,India,Tablet,Diamond,2.19,1995,101,386
P02354,Player_ROSJT,18,India,Tablet,Bronze,5.74,339,226,770
P02355,Player_WFHCA,20,India,Tablet,Ace,4.53,1222,29,738
P02356,Player_GWXGE,23,India,Tablet,Diamond,4.54,1611,407,686
P02357,Player_DMWIL,30,India,Tablet,Bronze,2.9,938,195,463
P02358,Player_YDGHL,26,India,Mobile,Diamond,5.86,735,283,990
P02359,Player_RGUUJ,28,India,Tablet,Crown,3.72,1799,286,547
P02360,Player_ICGID,30,India,Tablet,Silver,2.6,1300,212,383
P02361,Player_RYCHY,30,India,Mobile,Gold,1.51,773,205,834
P02362,Player_RDJPJ,28,India,Mobile,Bronze,4.68,1708,223,547
P02363,Player_DPEJM,22,India,Tablet,Platinum,2.98,895,140,868
P02364,Player_DLMZB,23,India,Mobile,Crown,4.22,958,264,209
P02365,Player_CKKCS,24,India,Mobile,Diamond,2.91,859,341,489
P02366,Player_ATHAH,23,India,Mobile,Gold,4.47,1599,142,215
P02367,Player_WGFXL,30,India,Tablet,Silver,3.8,1894,285,381
P02368,Player_FJKLI,23,India,Mobile,Conqueror,3.55,136,168,794
P02369,Player_HEGOZ,20,India,Mobile,Platinum,4.58,1769,443,883
P02370,Player_CKXPR,25,India,Tablet,Crown,1.59,1356,242,840
P02371,Player_JKTUI,26,India,Tablet,Bronze,1.33,486,387,715
P02372,Player_JSQXC,30,India,Mobile,Ace,1.44,268,394,954
P02373,Player_CCNYV,26,India,Tablet,Crown,5.33,1719,124,932
P02374,Player_XVBIJ,27,India,Mobile,Bronze,5.02,152,255,667
P02375,Player_TDOQZ,29,India,Tablet,Silver,5.06,1270,160,379
P02376,Player_NMGIH,23,India,Tablet,Bronze,1.47,196,399,871
P02377,Player_HOXDI,26,India,Mobile,Platinum,3.33,1364,94,889
P02378,Player_JGZSM,20,India,Mobile,Silver,5.62,1955,308,552
P02379,Player_RECEM,16,India,Mobile,Diamond,5.04,1311,78,766
P02380,Player_JRDXZ,22,India,Mobile,Crown,2.54,1814,231,378
P02381,Player_BUUTT,21,India,Mobile,Platinum,3.62,1874,197,518
P02382,Player_BFZLN,27,India,Tablet,Diamond,5.34,431,259,768
P02383,Player_YKGTD,22,India,Tablet,Conqueror,5.05,1862,357,490
P02384,Player_DBBNJ,22,India,Tablet,Bronze,4.83,790,241,243
P02385,Player_HNMYE,18,India,Tablet,Conqueror,5.25,1133,249,962
P02386,Player_LZQCB,26,India,Mobile,Gold,4.74,623,412,303
P02387,Player_TCUAG,25,India,Mobile,Platinum,2.25,1392,194,429
P02388,Player_DOGGL,28,India,Tablet,Crown,1.8,1898,229,789
P02389,Player_KYRUF,29,India,Mobile,Ace,4.84,998,259,578
P02390,Player_TUDCF,29,India,Mobile,Crown,3.84,1235,20,722
P02391,Player_MXRHP,18,India,Mobile,Diamond,1.82,319,63,273
P02392,Player_TDYMQ,19,India,Tablet,Silver,1.87,1628,423,759
P02393,Player_CDYMB,22,India,Tablet,Silver,3.44,1697,448,349
P02394,Player_SZKYB,27,India,Tablet,Conqueror,1.94,524,466,690
P02395,Player_KCGNI,27,India,Tablet,Conqueror,1.43,1449,339,734
P02396,Player_XOMCK,25,India,Tablet,Diamond,4.29,708,473,354
P02397,Player_DVUON,20,India,Tablet,Diamond,5.54,1965,460,287
P02398,Player_MPICV,30,India,Tablet,Ace,2.48,768,331,533
P02399,Player_SVXDM,28,India,Mobile,Bronze,4.83,1209,388,767
P02400,Player_USRHQ,17,India,Mobile,Platinum,4.05,1638,41,282
P02401,Player_MDLQD,17,India,Mobile,Bronze,1.7,1255,452,841
P02402,Player_WLJHI,25,India,Tablet,Diamond,1.66,1929,75,746
P02403,Player_DJZNE,24,India,Tablet,Crown,4.16,1718,37,401
P02404,Player_ROEST,29,India,Tablet,Bronze,1.51,660,209,290
P02405,Player_QJNYU,16,India,Tablet,Platinum,1.57,586,389,721
P02406,Player_LAOEJ,19,India,Tablet,Gold,5.5,554,65,475
P02407,Player_NKDYH,27,India,Tablet,Ace,2.24,322,473,815
P02408,Player_UYPWR,23,India,Tablet,Ace,3.17,1818,62,630
P02409,Player_SPCFB,18,India,Tablet,Diamond,5.75,1067,486,656
P02410,Player_BGKLJ,30,India,Tablet,Platinum,2.25,730,348,450
P02411,Player_BHFQK,16,India,Mobile,Diamond,4.92,1250,163,683
P02412,Player_UEHZL,19,India,Tablet,Platinum,2.42,486,73,707
P02413,Player_CYEZG,22,India,Mobile,Silver,5.82,1151,74,466
P02414,Player_GEEWE,16,India,Mobile,Conqueror,1.62,799,296,559
P02415,Player_JWUDC,26,India,Tablet,Gold,5.94,1065,173,474
P02416,Player_HEXVY,26,India,Mobile,Silver,1.86,1799,406,584
P02417,Player_LAITC,17,India,Tablet,Conqueror,4.68,1121,253,227
P02418,Player_XHFSL,18,India,Mobile,Conqueror,2.53,735,78,321
P02419,Player_KWQUT,24,India,Tablet,Bronze,2.55,1053,29,983
P02420,Player_YZSPI,30,India,Mobile,Silver,3.72,655,270,864
P02421,Player_KPACP,27,India,Tablet,Silver,3.75,1025,31,549
P02422,Player_OGCNY,26,India,Tablet,Silver,2.36,610,182,542
P02423,Player_XEJCM,26,India,Tablet,Diamond,3.72,1300,46,965
P02424,Player_NDOBS,29,India,Tablet,Gold,3.26,341,135,393
P02425,Player_KJAZS,25,India,Tablet,Platinum,3.95,842,491,645
P02426,Player_PSXAU,27,India,Tablet,Conqueror,3.26,979,490,477
P02427,Player_RGUGM,29,India,Tablet,Conqueror,4.88,613,465,236
P02428,Player_XXPON,21,India,Tablet,Silver,3.21,447,354,911
P02429,Player_XJATL,27,India,Tablet,Bronze,3.44,1377,244,330
P02430,Player_SWGCD,23,India,Mobile,Bronze,4.98,941,214,664
P02431,Player_YVCHY,24,India,Tablet,Bronze,1.42,1994,299,738
P02432,Player_HZATW,26,India,Tablet,Bronze,5.29,257,368,989
P02433,Player_PFZFT,23,India,Tablet,Silver,3.12,559,485,513
P02434,Player_YSJEV,17,India,Mobile,Platinum,3.28,1370,46,624
P02435,Player_ABEDS,25,India,Tablet,Conqueror,2.9,910,301,295
P02436,Player_QPNZO,26,India,Tablet,Conqueror,3.12,1094,379,330
P02437,Player_UCRZU,24,India,Mobile,Ace,4.76,924,368,804
P02438,Player_NUILX,19,India,Mobile,Diamond,1.53,688,292,726
P02439,Player_YBYFT,27,India,Tablet,Gold,3.41,545,268,368
P02440,Player_RZKTL,30,India,Tablet,Platinum,1.23,193,117,570
P02441,Player_UUVEH,18,India,Mobile,Bronze,4.5,1892,457,469
P02442,Player_SBJCG,23,India,Tablet,Diamond,5.26,1617,264,534
P02443,Player_FDTYY,29,India,Mobile,Bronze,4.64,434,412,682
P02444,Player_VFATR,26,India,Tablet,Bronze,2.97,1048,26,203
P02445,Player_RHXUV,28,India,Tablet,Platinum,3.0,1769,364,987
P02446,Player_TVKHU,22,India,Mobile,Bronze,4.85,918,242,821
P02447,Player_GOMRK,30,India,Mobile,Ace,3.42,1277,307,387
P02448,Player_YBHHX,25,India,Mobile,Conqueror,4.32,1728,43,488
P02449,Player_CNRDK,29,India,Mobile,Platinum,3.58,285,12,905
P02450,Player_PHMYH,18,India,Mobile,Bronze,4.83,1638,109,288
P02451,Player_EVSQE,29,India,Mobile,Bronze,4.83,1914,91,969
P02452,Player_QIYBR,23,India,Tablet,Crown,1.72,990,389,929
P02453,Player_WORQA,29,India,Mobile,Ace,1.17,774,250,649
P02454,Player_UJCVD,27,India,Tablet,Crown,5.29,642,170,942
P02455,Player_AOMLT,25,India,Mobile,Crown,3.41,1077,325,243
P02456,Player_PCBKN,30,India,Tablet,Silver,1.21,760,340,935
P02457,Player_UMYTH,25,India,Tablet,Silver,2.91,1317,246,465
P02458,Player_IWLKN,20,India,Tablet,Conqueror,1.26,1788,451,677
P02459,Player_ROEIS,21,India,Mobile,Gold,1.65,277,43,245
P02460,Player_YMKBK,23,India,Tablet,Platinum,3.31,1992,493,271
P02461,Player_KEFUR,29,India,Mobile,Platinum,3.86,114,425,212
P02462,Player_QERZZ,29,India,Tablet,Ace,4.31,313,323,705
P02463,Player_GDWKF,20,India,Tablet,Conqueror,4.31,1428,484,331
P02464,Player_TCJSJ,19,India,Tablet,Diamond,3.52,392,452,719
P02465,Player_OKKCQ,23,India,Tablet,Conqueror,3.75,1513,340,214
P02466,Player_YTOKB,16,India,Tablet,Silver,4.39,382,306,566
P02467,Player_RYRGQ,30,India,Tablet,Silver,4.26,1948,392,773
P02468,Player_LTNOT,20,India,Mobile,Ace,2.41,727,26,565
P02469,Player_EEOPZ,21,India,Tablet,Conqueror,5.09,1990,273,493
P02470,Player_DSHDY,19,India,Mobile,Gold,2.34,1772,294,917
P02471,Player_XMNSJ,21,India,Mobile,Platinum,3.72,1502,129,841
P02472,Player_ULYSD,28,India,Mobile,Gold,1.01,1406,300,334
P02473,Player_NLLKV,28,India,Mobile,Bronze,2.05,1394,40,234
P02474,Player_IWDIV,21,India,Tablet,Diamond,5.05,557,120,869
P02475,Player_EHGQA,19,India,Tablet,Bronze,2.4,1001,299,289
P02476,Player_QNHYR,24,India,Tablet,Conqueror,4.5,1860,315,313
P02477,Player_TPGRJ,20,India,Tablet,Diamond,3.47,1319,89,651
P02478,Player_FJRKB,24,India,Mobile,Conqueror,3.77,1013,164,488
P02479,Player_XJSMU,29,India,Tablet,Crown,1.47,1288,140,598
P02480,Player_TQTMN,30,India,Tablet,Gold,4.44,1140,94,800
P02481,Player_VORSG,23,India,Tablet,Gold,2.27,1894,392,579
P02482,Player_WTANK,17,India,Tablet,Platinum,4.09,887,129,232
P02483,Player_IJIRO,17,India,Mobile,Platinum,3.44,1462,308,588
P02484,Player_BCTJK,16,India,Mobile,Bronze,2.06,1660,441,857
P02485,Player_XIBDD,22,India,Mobile,Crown,3.37,1795,152,429
P02486,Player_VRHYU,19,India,Tablet,Platinum,5.06,708,403,542
P02487,Player_VNBQN,27,India,Mobile,Conqueror,4.98,1543,152,248
P02488,Player_ZVYLB,21,India,Mobile,Crown,4.51,1193,16,953
P02489,Player_CWCDY,30,India,Mobile,Diamond,1.05,270,144,411
P02490,Player_ESQPN,16,India,Mobile,Ace,4.14,820,141,657
P02491,Player_LPWZH,27,India,Tablet,Crown,1.57,519,469,612
P02492,Player_SPYAS,26,India,Tablet,Platinum,4.42,1647,259,362
P02493,Player_JOMUU,27,India,Mobile,Gold,5.23,1437,423,614
P02494,Player_WJMDL,18,India,Tablet,Gold,1.04,793,100,307
P02495,Player_JZSCU,28,India,Mobile,Diamond,2.09,1243,11,216
P02496,Player_LIWLA,25,India,Mobile,Ace,2.08,1395,116,791
P02497,Player_ZOWVO,21,India,Tablet,Diamond,5.53,1188,324,882
P02498,Player_PFSID,25,India,Mobile,Platinum,3.13,1099,93,588
P02499,Player_BIQYD,26,India,Tablet,Gold,1.12,586,430,838
P02500,Player_VQFKH,26,India,Tablet,Gold,5.17,654,33,276
P02501,Player_CZVWS,25,India,Tablet,Crown,4.3,211,271,553
P02502,Player_GEGFY,19,India,Mobile,Gold,3.52,1773,260,627
P02503,Player_SRFQJ,29,India,Tablet,Crown,2.52,1161,200,890
P02504,Player_ABSOX,26,India,Tablet,Ace,2.33,1273,263,700
P02505,Player_INQKF,23,India,Tablet,Silver,5.71,1061,424,262
P02506,Player_HWERQ,23,India,Tablet,Silver,1.98,1827,280,792
P02507,Player_WJAWN,30,India,Mobile,Ace,3.67,376,373,223
P02508,Player_XSEKW,25,India,Mobile,Conqueror,1.5,969,350,222
P02509,Player_SYCYF,26,India,Tablet,Crown,4.23,532,122,558
P02510,Player_JUJEQ,24,India,Tablet,Conqueror,1.28,722,290,459
P02511,Player_IRIEF,16,India,Mobile,Platinum,2.07,1265,340,628
P02512,Player_INNRK,24,India,Mobile,Conqueror,3.37,164,200,448
P02513,Player_GRMBU,22,India,Tablet,Bronze,1.07,1386,391,700
P02514,Player_VTYSJ,27,India,Tablet,Crown,3.43,462,252,504
P02515,Player_QOKRP,23,India,Tablet,Silver,5.94,724,373,371
P02516,Player_EOWSB,23,India,Mobile,Conqueror,1.45,1673,169,818
P02517,Player_QLLME,29,India,Mobile,Platinum,4.3,1888,353,932
P02518,Player_EZLCC,20,India,Tablet,Platinum,2.16,1786,139,832
P02519,Player_ZFOPJ,20,India,Mobile,Gold,2.44,1726,388,708
P02520,Player_JKQIO,16,India,Tablet,Bronze,5.45,893,246,512
P02521,Player_FTGTS,16,India,Tablet,Ace,2.0,1785,484,678
P02522,Player_TPXJN,16,India,Mobile,Conqueror,2.1,1816,490,201
P02523,Player_IQARM,25,India,Mobile,Bronze,4.1,919,226,527
P02524,Player_RPBGI,18,India,Tablet,Crown,3.1,1458,86,811
P02525,Player_VJGZP,18,India,Mobile,Silver,1.16,1447,116,635
P02526,Player_BORLE,29,India,Tablet,Platinum,2.05,1359,275,591
P02527,Player_JNEKG,24,India,Mobile,Bronze,1.71,1068,237,990
P02528,Player_FTYLE,18,India,Mobile,Silver,1.63,270,184,771
P02529,Player_IAKVK,19,India,Tablet,Crown,5.0,545,26,776
P02530,Player_DVSRG,29,India,Tablet,Diamond,1.22,614,438,664
P02531,Player_WGVAQ,26,India,Mobile,Silver,5.2,508,227,555
P02532,Player_WRGQF,16,India,Tablet,Ace,1.84,1869,134,394
P02533,Player_ZXFLW,22,India,Mobile,Silver,1.82,400,104,262
P02534,Player_IFPHW,16,India,Tablet,Diamond,5.72,530,420,746
P02535,Player_GFHKQ,17,India,Tablet,Gold,1.1,1048,38,986
P02536,Player_CKSWG,16,India,Mobile,Conqueror,2.11,996,13,272
P02537,Player_PJQNI,16,India,Tablet,Platinum,5.78,1087,373,503
P02538,Player_DDMPA,16,India,Mobile,Silver,3.82,897,477,625
P02539,Player_VLZLM,30,India,Mobile,Crown,1.48,1795,364,876
P02540,Player_QTZWM,26,India,Mobile,Crown,3.91,115,184,713
P02541,Player_VKBWJ,25,India,Tablet,Silver,5.69,854,226,866
P02542,Player_XKDID,28,India,Tablet,Diamond,3.06,221,125,936
P02543,Player_VKQFD,20,India,Tablet,Diamond,4.39,1877,375,899
P02544,Player_GWURF,16,India,Tablet,Bronze,1.4,387,51,284
P02545,Player_NUVUT,17,India,Tablet,Diamond,2.71,173,405,270
P02546,Player_ABFHQ,20,India,Tablet,Conqueror,1.82,436,346,906
P02547,Player_JGGAT,19,India,Tablet,Bronze,4.28,1590,122,349
P02548,Player_XFJQN,19,India,Tablet,Diamond,1.71,195,45,524
P02549,Player_IRPZZ,17,India,Mobile,Crown,2.51,1969,260,723
P02550,Player_UXCPU,22,India,Mobile,Conqueror,5.09,1751,150,516
P02551,Player_EBGFS,18,India,Tablet,Crown,1.12,838,345,937
P02552,Player_AZFOE,23,India,Mobile,Conqueror,3.82,376,322,358
P02553,Player_OOYCQ,27,India,Mobile,Platinum,3.64,468,244,627
P02554,Player_PAQOI,18,India,Mobile,Platinum,2.03,1449,137,460
P02555,Player_XXITN,27,India,Tablet,Crown,4.88,343,209,739
P02556,Player_TUJDD,23,India,Mobile,Platinum,3.34,373,228,498
P02557,Player_MRLQF,22,India,Tablet,Silver,3.53,670,286,549
P02558,Player_QXAXB,29,India,Tablet,Platinum,1.54,1247,34,946
P02559,Player_QSXBC,28,India,Tablet,Gold,1.74,1051,340,712
P02560,Player_AOHKW,29,India,Mobile,Conqueror,3.35,1186,126,521
P02561,Player_HGJXE,24,India,Tablet,Conqueror,1.17,1980,318,293
P02562,Player_OOHWC,26,India,Tablet,Platinum,3.57,610,25,266
P02563,Player_NQYKD,16,India,Mobile,Ace,2.22,432,486,828
P02564,Player_OKCQY,20,India,Mobile,Crown,4.83,269,154,928
P02565,Player_XEFSC,21,India,Tablet,Crown,1.17,1977,58,257
P02566,Player_WYUOQ,22,India,Mobile,Gold,2.77,1295,410,242
P02567,Player_TLAFR,23,India,Mobile,Gold,3.95,188,84,594
P02568,Player_ZQZQY,30,India,Mobile,Bronze,3.4,1613,310,221
P02569,Player_QJJUQ,21,India,Mobile,Ace,5.61,1132,56,399
P02570,Player_QIKRN,23,India,Mobile,Silver,5.19,339,487,879
P02571,Player_VTGOJ,21,India,Tablet,Gold,1.29,941,401,514
P02572,Player_WUANY,19,India,Tablet,Bronze,4.6,1475,203,211
P02573,Player_DHKYK,29,India,Mobile,Platinum,2.26,459,369,321
P02574,Player_IQEJV,28,India,Tablet,Gold,4.39,1655,71,661
P02575,Player_QIXAE,20,India,Tablet,Ace,3.09,1142,282,574
P02576,Player_OAVKH,23,India,Tablet,Conqueror,1.65,1898,52,934
P02577,Player_DLATU,25,India,Mobile,Bronze,3.25,1662,440,236
P02578,Player_CXDWJ,29,India,Mobile,Bronze,4.57,1356,44,828
P02579,Player_RPZXZ,25,India,Mobile,Ace,2.18,1751,372,325
P02580,Player_JVMOY,23,India,Tablet,Conqueror,4.89,1846,327,689
P02581,Player_FBRJM,26,India,Mobile,Conqueror,2.57,696,475,609
P02582,Player_NNRRS,18,India,Tablet,Crown,4.13,1828,463,569
P02583,Player_JTPRN,25,India,Tablet,Conqueror,5.24,1513,486,492
P02584,Player_NUGEL,30,India,Tablet,Diamond,3.05,227,25,593
P02585,Player_VCHBY,19,India,Tablet,Ace,3.06,1046,45,940
P02586,Player_LUMGL,22,India,Mobile,Conqueror,2.59,1855,71,960
P02587,Player_EAOSF,25,India,Mobile,Platinum,3.14,1740,486,497
P02588,Player_AVCEN,21,India,Mobile,Gold,1.24,133,393,361
P02589,Player_EWZWF,23,India,Mobile,Ace,3.45,854,238,367
P02590,Player_CMGCZ,30,India,Tablet,Crown,2.09,1885,101,942
P02591,Player_FZXBF,18,India,Mobile,Crown,5.77,1680,264,326
P02592,Player_CSIBW,21,India,Mobile,Platinum,2.17,1285,349,365
P02593,Player_JPFZW,21,India,Mobile,Silver,1.49,1976,461,972
P02594,Player_UUJII,21,India,Tablet,Platinum,5.36,631,202,789
P02595,Player_PHUEO,19,India,Mobile,Platinum,1.2,1171,84,415
P02596,Player_RQLED,19,India,Tablet,Platinum,1.37,638,296,274
P02597,Player_HWHZT,27,India,Tablet,Bronze,4.76,1163,126,571
P02598,Player_YWGFM,19,India,Tablet,Diamond,3.03,315,283,467
P02599,Player_FBLUF,18,India,Mobile,Bronze,5.38,1165,230,474
P02600,Player_PCHOR,19,India,Mobile,Platinum,5.4,1181,379,697
P02601,Player_OZMTL,19,India,Mobile,Bronze,3.07,935,369,541
P02602,Player_OMVVV,28,India,Mobile,Gold,3.4,1043,183,834
P02603,Player_SVVJY,23,India,Tablet,Ace,4.88,533,160,505
P02604,Player_ZUYXL,21,India,Tablet,Crown,1.44,2000,30,489
P02605,Player_ATIIN,30,India,Mobile,Crown,4.8,1834,479,784
P02606,Player_IWOUO,17,India,Mobile,Conqueror,1.9,554,258,236
P02607,Player_QTGPL,16,India,Mobile,Ace,3.81,223,103,870
P02608,Player_YKINZ,29,India,Tablet,Platinum,1.01,1760,45,605
P02609,Player_FCKJJ,29,India,Mobile,Bronze,4.81,1434,205,859
P02610,Player_XYLLG,19,India,Mobile,Ace,4.23,708,268,874
P02611,Player_WWFLV,23,India,Tablet,Crown,4.66,710,417,644
P02612,Player_TPSLA,19,India,Mobile,Platinum,1.57,1668,125,337
P02613,Player_ZQDBD,24,India,Tablet,Gold,4.67,1614,471,906
P02614,Player_SLZQE,19,India,Mobile,Silver,2.23,1365,272,540
P02615,Player_RNXSP,29,India,Mobile,Crown,2.45,904,159,924
P02616,Player_SWMXZ,21,India,Tablet,Silver,5.06,1608,145,961
P02617,Player_UNFVE,18,India,Tablet,Crown,4.8,1565,447,874
P02618,Player_TSSFI,25,India,Mobile,Crown,1.22,1492,10,505
P02619,Player_PSXFU,19,India,Mobile,Bronze,1.97,1724,383,664
P02620,Player_ZYVJZ,30,India,Mobile,Conqueror,1.24,1794,256,685
P02621,Player_HVKZR,24,India,Tablet,Bronze,1.4,1166,181,464
P02622,Player_LBSMC,21,India,Tablet,Bronze,3.92,463,105,879
P02623,Player_LPIII,19,India,Tablet,Diamond,5.28,782,29,568
P02624,Player_PGMXB,25,India,Mobile,Conqueror,2.63,1988,100,572
P02625,Player_ABIVA,19,India,Tablet,Crown,5.15,1012,369,505
P02626,Player_ARLEJ,23,India,Tablet,Ace,5.53,546,36,987
P02627,Player_MXMXP,22,India,Mobile,Bronze,5.96,1523,327,778
P02628,Player_IVZZA,30,India,Mobile,Diamond,3.56,1416,167,344
P02629,Player_UPOFJ,21,India,Mobile,Bronze,3.41,303,492,300
P02630,Player_XZNMD,28,India,Mobile,Gold,4.03,832,311,803
P02631,Player_NUBBL,19,India,Mobile,Diamond,3.51,1784,210,529
P02632,Player_JAFYZ,24,India,Mobile,Ace,1.07,438,15,341
P02633,Player_ATHYH,24,India,Mobile,Diamond,4.26,1401,134,917
P02634,Player_VHEAK,24,India,Mobile,Silver,4.98,669,470,258
P02635,Player_ORZRZ,27,India,Mobile,Conqueror,2.05,1460,279,205
P02636,Player_QWJUR,16,India,Tablet,Bronze,2.94,517,313,911
P02637,Player_MNRIJ,26,India,Mobile,Gold,5.13,429,155,378
P02638,Player_UYCXK,30,India,Mobile,Bronze,2.27,1048,199,704
P02639,Player_PWOOA,27,India,Mobile,Ace,3.21,1674,135,711
P02640,Player_VIBIP,30,India,Mobile,Silver,1.11,1400,235,708
P02641,Player_ADTYP,16,India,Tablet,Conqueror,4.73,100,298,228
P02642,Player_RXGNK,26,India,Tablet,Gold,3.51,1312,267,785
P02643,Player_XVEMC,25,India,Tablet,Bronze,4.4,1892,146,359
P02644,Player_PVLUX,21,India,Mobile,Ace,4.76,379,266,228
P02645,Player_LVOHX,23,India,Tablet,Platinum,2.16,767,25,848
P02646,Player_XCWIM,21,India,Tablet,Conqueror,3.91,1852,367,388
P02647,Player_CZFSL,20,India,Mobile,Platinum,3.05,199,388,488
P02648,Player_ROBYD,29,India,Mobile,Bronze,1.09,630,415,681
P02649,Player_HEQAA,19,India,Tablet,Bronze,2.73,201,111,595
P02650,Player_AZWQV,30,India,Tablet,Ace,2.07,1597,204,347
P02651,Player_RDVMJ,24,India,Mobile,Gold,5.98,950,159,535
P02652,Player_TEQVK,29,India,Mobile,Diamond,4.71,1401,25,382
P02653,Player_YSQNH,22,India,Mobile,Platinum,1.03,1505,482,963
P02654,Player_LNWBV,23,India,Mobile,Silver,4.27,1460,22,730
P02655,Player_YRTWM,19,India,Tablet,Ace,5.19,1175,58,642
P02656,Player_QSFII,19,India,Mobile,Diamond,4.34,154,144,396
P02657,Player_INTEM,20,India,Tablet,Diamond,5.47,1959,480,705
P02658,Player_QOLGF,19,India,Mobile,Gold,2.46,1028,331,942
P02659,Player_QBOYN,20,India,Mobile,Bronze,2.39,1072,400,973
P02660,Player_JDEAG,21,India,Mobile,Gold,5.61,1210,172,717
P02661,Player_TUTVU,20,India,Mobile,Silver,2.54,1059,191,785
P02662,Player_FTLYO,25,India,Tablet,Crown,1.04,421,61,411
P02663,Player_ISANU,23,India,Mobile,Ace,1.05,1060,237,911
P02664,Player_DKQDC,30,India,Mobile,Ace,1.96,1674,420,437
P02665,Player_WWHLW,17,India,Mobile,Conqueror,1.31,1050,113,223
P02666,Player_VBNOV,20,India,Mobile,Conqueror,5.46,1552,63,357
P02667,Player_XTWBB,27,India,Tablet,Crown,2.65,781,119,590
P02668,Player_ILRCV,26,India,Mobile,Bronze,1.45,211,488,252
P02669,Player_VLGKF,24,India,Mobile,Platinum,1.83,1790,497,639
P02670,Player_TZPXZ,20,India,Tablet,Silver,5.56,186,117,822
P02671,Player_SGQFY,29,India,Tablet,Bronze,1.09,1308,428,603
P02672,Player_OOOWZ,25,India,Mobile,Diamond,3.15,1004,390,462
P02673,Player_DHSZZ,26,India,Tablet,Bronze,4.33,1500,363,669
P02674,Player_SIXWA,28,India,Mobile,Diamond,2.2,1410,19,588
P02675,Player_IMEUW,25,India,Mobile,Diamond,3.13,1460,192,303
P02676,Player_TOVIL,21,India,Mobile,Bronze,3.53,1019,242,700
